rngi,shift_x,shift_y,ncc_peak,shift_x_0,shift_y_0,registration_error
0,0.08,-1.26,0.9727747193865758,0.16557282538403229,-1.2591601709163598,0.999990416842112
1,1.06,-1.44,0.9422454301423561,1.1995890179353523,-1.5155963232824377,0.9999932891972866
2,-0.32,-1.02,0.9692285373608008,-0.3590396860414131,-1.0195067319516937,0.9999914419598651
5,-0.5800000000000001,0.62,0.9347312856708123,-0.4988590048106971,0.6159473552931161,0.9999933875244474
6,2.94,-0.8200000000000001,0.9589726685360214,-0.8164630985582448,1.2786198577006758,0.9999957857445245
7,-1.56,-0.9,0.9525587420120487,-1.5248734381970337,-0.8596845733739258,0.9999933158433602
8,-4.02,0.3,0.950555643805306,-0.7038540572485914,-1.7136862979158138,0.9999978006121928
9,-1.02,-1.78,0.9684299715293091,-1.093202641869766,-1.807341847975593,0.9999952278807652
10,-4.9,0.18,0.9491850141649527,-1.282168184765041,-1.7151514177628968,0.999997168738429
11,0.02,-1.9,0.9803302878271589,0.013203053836008394,-1.980495629449564,0.999991948722037
13,0.8200000000000001,-1.24,0.9591707945887828,0.694189349300359,-1.2747668271327939,0.9999914341624343
14,0.16,0.12,0.9713905083702136,0.25581605672161345,0.19702717402950043,0.9999910550718099
15,0.24,-0.02,0.9687086151497049,0.36534282949264707,0.03219784856253227,0.9999929590377595
16,1.92,-0.88,0.9655125543430851,1.9434601678629804,-0.914719165894482,0.9999943220201013
18,-0.96,1.9,0.9688348607294591,-0.9366993032977433,1.9013913854413431,0.9999962728801871
19,0.9,-2.24,0.9586107056086178,0.9342520513889383,1.8049278414952141,0.9999968672846079
21,-1.0,1.42,0.9530256324994912,-0.9407442759280542,1.4596049095593457,0.9999956812020883
23,0.1,-1.3,0.9616386113776598,0.21992178322466316,-1.3376544659833058,0.9999924856618934
26,-0.02,-1.04,0.9932418455393578,-0.0026465296984952147,-0.9981316502682489,0.9999866315745004
27,0.1,-0.96,0.9805759801651335,0.22759154548054994,-0.9647383784808881,0.999989106833988
28,0.02,-1.16,0.977544490352036,0.041743315404715986,-1.2207602920427405,0.9999891510216402
29,-1.44,0.04,0.9545374571233711,-1.500432806211336,0.04432519217212416,0.9999943334411625
30,-0.1,-0.02,0.9817738943304952,-0.1934523084376849,0.008080357803549987,0.9999932563679333
31,-1.6,-0.4,0.9366164404464759,-1.5540434697499421,-0.4021673950158515,0.99999332548607
33,0.84,-1.06,0.9786120440092394,0.76937191883124,-1.0716090912329292,0.9999891967674132
34,0.46,0.78,0.9538601025662805,0.5541382277342279,0.8034470948833814,0.9999932833519538
35,0.0,0.36,0.9666117433890563,0.04916562868470464,0.39634102940758,0.9999877755935056
36,0.16,-1.18,0.9637149024771121,0.3292794187773609,-1.204362913098592,0.9999908116523072
39,-1.04,-0.38,0.9633449535164229,-1.1041010106200702,-0.3879087471491687,0.9999920331414576
40,-2.88,-0.22,0.9580595934921361,0.7971700171859197,1.8489517568027054,0.9999965740478631
41,1.58,-0.6599999999999999,0.9356547440117198,1.6102282498934812,-0.6160296266843517,0.999996663206323
42,-0.16,0.48,0.9427403143955999,-0.31190290139585386,0.528704361497006,0.9999931186686677
43,-0.92,0.62,0.9629859560431865,-0.86724710391141,0.6069039658022746,0.9999898557290515
45,-0.98,0.02,0.9878239136674479,-0.9135369653429279,0.0327737421707468,0.9999902151218505
47,-1.0,-0.6,0.9692887457841943,-1.0100795444622435,-0.6362045831467498,0.9999882556780694
48,-0.96,0.74,0.98091004849488,-0.8849710638454695,0.8111535691745644,0.9999893279393515
49,0.5800000000000001,1.02,0.9534585916535099,0.5979330549084239,1.0828837331044383,0.999996101542956
51,-1.1400000000000001,-0.96,0.9744409315313892,-1.2754365117014714,-0.9700729623519067,0.9999905181413552
52,-0.1,0.94,0.9779785472101898,-0.12253760552614779,1.0155604917488574,0.9999955818460315
54,-1.94,0.44,0.9285576630110493,-2.1018219868812764,0.4534318692446959,0.9999961539237894
55,-0.96,0.78,0.9820073364045052,-0.9016245122321038,0.817351888554299,0.9999901685912109
57,0.52,-1.8,0.9558982131843411,0.6965954279256721,-1.7881931692952975,0.9999961076319985
58,-1.94,0.02,0.9666188095692199,-2.0430831932474263,0.0482477366192029,0.9999948172896589
60,1.98,-0.8,0.942059335804845,-1.3632470013850053,-2.8524925723926486,0.9999955301311185
61,-0.02,1.12,0.970454229567153,0.01418961947445041,1.221304767908066,0.9999940608012987
62,-0.9,-0.64,0.957654905733637,-0.7914046397444565,-0.6047316164714545,0.9999900718996374
65,0.48,-0.04,0.9604250975373083,0.46743858181116593,-0.014177989606892538,0.9999919397861149
66,-0.7,-0.02,0.9665908299951477,-0.6178511148904562,0.03639115990674213,0.9999907788320835
70,0.76,-0.8200000000000001,0.9663802381595588,0.7101730882911568,-0.8143253924650224,0.9999935365380608
73,0.24,-2.16,0.9499761799589024,0.28678792885008875,-2.2390345915693928,0.9999975268006329
74,3.94,-0.64,0.9484856315819888,0.21435527392799258,1.4564556205086205,0.9999966901319055
75,-0.08,0.1,0.9797070610161132,-0.17977796077961727,0.16148395518590064,0.9999860247714373
76,1.02,0.12,0.9752712524981798,1.1392338670379445,0.17791741972078512,0.9999885142446182
77,-1.48,-1.02,0.9567259101687191,-1.5321971750013574,-1.0283382968337804,0.9999930693429596
78,1.04,-1.48,0.9468590111349164,1.1698292350224335,-1.5477784564832575,0.9999927495446514
80,0.18,-1.92,0.964036622394435,0.24133962501358042,-1.9718461246424255,0.9999955799344208
81,-1.46,0.96,0.9459938370498702,-1.4564037959921876,1.06158628796652,0.999996702106634
83,0.94,-0.86,0.982886956653469,0.886527365376196,-0.8336541408333176,0.9999856449874637
84,-1.42,-0.04,0.9626539115134516,-1.413196613905086,-0.022399209993025693,0.9999930796780857
85,1.12,-0.9,0.9573377643062813,1.3140507478607617,-0.9413580516318234,0.9999932702669768
86,-1.6400000000000001,-0.8200000000000001,0.9525141561974828,-1.5639539203441046,-0.7929871567953484,0.9999929728872158
87,0.06,-1.92,0.9777272172150138,0.15019279108562955,-1.9620685544644658,0.9999910571631794
88,-1.08,-1.2,0.9721104272314383,-1.1936017879206986,-1.2252342598283121,0.9999907840309964
89,-0.92,-1.3,0.9414183912160006,-0.7596310074342654,-1.4543606046205042,0.9999954218349107
91,-0.18,-0.92,0.9688975528478083,-0.321337130104169,-0.8950814269604876,0.9999908816081634
92,0.0,0.92,0.9895808731414157,0.017852719075136747,0.9854508918791396,0.9999895668416341
93,1.0,-0.64,0.967644995714257,1.0128359191575953,-0.6243928105203622,0.9999902511862253
94,-0.02,-1.94,0.9720115043101702,-0.10842843930466017,-1.9832194704173531,0.9999954547197413
96,0.8200000000000001,1.16,0.9587584682941186,0.7575342790498496,1.2342955021288446,0.9999944150251341
97,-0.92,-0.62,0.9614006465514897,-0.8260104317154742,-0.6156368216801837,0.9999890869242624
99,-0.06,-0.62,0.9643972459320654,-0.1617815969137979,-0.6342408467085932,0.9999899099879326
